;Реестр оценки эффективности деятельности   государственных учреждений Свердловской области, подведомственных Министерству общего и профессионального образования Свердловской области, в  2018 году;;;;
012127;Государственное бюджетное профессиональное образовательное учреждение Свердловской области «Уральский колледж бизнеса, управления и технологии красоты»;85,00;100,00; 85,0   ;Среднеэффективное
012128;Государственное бюджетное профессиональное образовательное учреждение Свердловской области «Уральский горнозаводской колледж имени Демидовых»;86,00;100,00; 86,0   ;Среднеэффективное
012129;Государственное автономное профессиональное образовательное учреждение Свердловской области «Уральский колледж строительства, архитектуры и предпринимательства»;95,00;100,00; 95,0   ;Высокоэффективное
012130;Государственное бюджетное профессиональное образовательное учреждение Свердловской области «Уральский техникум «Рифей»;82,00;100,00; 82,0   ;Среднеэффективное
012131;Государственное автономное профессиональное образовательное учреждение Свердловской области «Уральский колледж технологий и предпринимательства» ;90,00;100,00; 90,0   ;Высокоэффективное
012132;Государственное автономное профессиональное образовательное учреждение Свердловской области «Уральский радиотехнический колледж им. А.С. Попова»;92,00;100,00; 92,0   ;Высокоэффективное
012133;Государственное бюджетное профессиональное образовательное учреждение Свердловской области «Уральский техникум автомобильного транспорта и сервиса»;86,00;100,00; 86,0   ;Среднеэффективное
012134;Государственное автономное профессиональное образовательное учреждение Свердловской области «Уральский политехнический колледж – Межрегиональный центр компетенций»;93,00;100,00; 93,0   ;Высокоэффективное
012137;Государственное бюджетное общеобразовательное учреждение Свердловской области, реализующее адаптированные основные общеобразовательные программы, «Центр «Дар»;91,00;100,00; 91,0   ;Высокоэффективное
012138;Государственное бюджетное учреждение Свердловской области «Центр психолого-педагогической, медицинской и социальной помощи «Ладо»;84,00;100,00; 84,0   ;Среднеэффективное
012142;Государственное автономное нетиповое образовательное учреждение Свердловской области «Дворец молодежи»;95,00;100,00; 95,0   ;Высокоэффективное
012146;Государственное автономное профессиональное образовательное учреждение Свердловской области «Ирбитский мотоциклетный техникум»;93,00;100,00; 93,0   ;Высокоэффективное
012147;Государственное автономное профессиональное образовательное учреждение Свердловской области «Ирбитский политехникум»;89,00;100,00; 89,0   ;Среднеэффективное
012149;Государственное автономное профессиональное образовательное учреждение Свердловской области «Режевской политехникум»;79,00;100,00; 79,0   ;Среднеэффективное
012151;Государственное бюджетное профессиональное образовательное учреждение Свердловской области «Екатеринбургский техникум отраслевых технологий и сервиса»;90,00;100,00; 90,0   ;Высокоэффективное
012152;Государственное казенное общеобразовательное учреждение Свердловской области «Верхнетагильский детский дом-школа» ;59,00;73,00; 80,8   ;Среднеэффективное
012153;Государственное казенное учреждение Свердловской области «Ирбитский центр психолого-педагогической, медицинской и социальной помощи»;52,00;68,00; 76,5   ;Среднеэффективное
012154;Государственное казенное общеобразовательное учреждение Свердловской области «Корзуновский детский дом-школа» ;41,00;73,00; 56,2   ;Низкоэффективное
012155;Государственное казенное образовательное учреждение Свердловской области «Нижнетагильский детский дом-школа» ;36,00;73,00; 49,3   ;Низкоэффективное
012157;Государственное казенное общеобразовательное учреждение Свердловской области «Сысертская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;57,00;73,00; 78,1   ;Среднеэффективное
012158;Государственное казенное общеобразовательное учреждение Свердловской области «Черноусовская школа-интернат, реализующая адаптированные основные общеобразовательные программы» ;51,00;73,00; 69,9   ;Среднеэффективное
012159;Государственное казенное общеобразовательное учреждение Свердловской области «Филатовская школа-интернат, реализующая адаптированные основные общеобразовательные программы» ;64,00;73,00; 87,7   ;Среднеэффективное
012160;Государственное казенное общеобразовательное учреждение Свердловской области «Алапаевская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;47,00;73,00; 64,4   ;Среднеэффективное
012161;Государственное казенное общеобразовательное учреждение Свердловской области «Ачитская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;48,00;73,00; 65,8   ;Среднеэффективное
012162;Государственное казенное общеобразовательное учреждение Свердловской области «Асбестовская школа-интернат, реализующая адаптированные основные общеобразовательные программы» ;56,00;73,00; 76,7   ;Среднеэффективное
012163;Государственное общеобразовательное учреждение Свердловской области «Буткинская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;46,00;73,00; 63,0   ;Среднеэффективное
012164;Государственное казенное общеобразовательное учреждение Свердловской области «Богдановичская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;49,00;73,00; 67,1   ;Среднеэффективное
012165;Государственное казенное общеобразовательное учреждение Свердловской области «Березовская школа, реализующая адаптированные основные общеобразовательные программы»;42,00;73,00; 57,5   ;Низкоэффективное
012166;Государственное казенное общеобразовательное учреждение Свердловской области «Березовская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;60,00;73,00; 82,2   ;Среднеэффективное
012167;Государственное казенное общеобразовательное учреждение Свердловской области «Байкаловская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;54,00;73,00; 74,0   ;Среднеэффективное
012168;Государственное бюджетное общеобразовательное учреждение Свердловской области «Верхнепышминская школа-интернат имени С.А. Мартиросяна, реализующая адаптированные основные общеобразовательные программы»;94,00;100,00; 94,0   ;Высокоэффективное
012169;Государственное казенное общеобразовательное учреждение Свердловской области «Верхнесинячихинская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;49,00;73,00; 67,1   ;Среднеэффективное
012170;Государственное казенное общеобразовательное учреждение Свердловской области «Верхнесалдинская школа, реализующая адаптированные основные общеобразовательные программы»;43,00;73,00; 58,9   ;Низкоэффективное
012171;Государственное казенное общеобразовательное учреждение Свердловской области «Дегтярская школа, реализующая адаптированные основные общеобразовательные программы»;49,00;73,00; 67,1   ;Среднеэффективное
012172;Государственное казенное общеобразовательное учреждение Свердловской области «Екатеринбургская школа-интернат № 6, реализующая адаптированные основные общеобразовательные программы»;70,00;73,00; 95,9   ;Высокоэффективное
012173;Государственное казенное общеобразовательное учреждение Свердловской области «Екатеринбургская школа-интернат № 5, реализующая адаптированные основные общеобразовательные программы»;46,00;73,00; 63,0   ;Среднеэффективное
012174;Государственное казенное общеобразовательное учреждение Свердловской области «Екатеринбургская школа № 1, реализующая адаптированные основные общеобразовательные программы» ;62,00;73,00; 84,9   ;Среднеэффективное
012175;Государственное бюджетное общеобразовательное учреждение Свердловской области «Екатеринбургская школа №3, реализующая адаптированные основные общеобразовательные программы»;89,00;100,00; 89,0   ;Среднеэффективное
012176;Государственное казенное общеобразовательное учреждение Свердловской области «Екатеринбургская школа-интернат № 8, реализующая адаптированные основные общеобразовательные программы»;51,00;73,00; 69,9   ;Среднеэффективное
012177;Государственное казенное общеобразовательное учреждение Свердловской области «Екатеринбургская школа № 4, реализующая адаптированные основные общеобразовательные программы»;66,00;73,00; 90,4   ;Высокоэффективное
012178;Государственное казенное общеобразовательное учреждение Свердловской области «Екатеринбургская школа № 7, реализующая адаптированные основные общеобразовательные программы»;52,00;73,00; 71,2   ;Среднеэффективное
012179;Государственное казенное общеобразовательное учреждение Свердловской области «Екатеринбургская школа № 2, реализующая адаптированные основные общеобразовательные программы»;52,00;73,00; 71,2   ;Среднеэффективное
012180;Государственное бюджетное общеобразовательное учреждение Свердловской области «Екатеринбургская школа-интернат №9, реализующая адаптированные основные общеобразовательные программы»;91,00;100,00; 91,0   ;Высокоэффективное
012181;Государственное казенное общеобразовательное учреждение Свердловской области «Екатеринбургская школа-интернат № 10, реализующая адаптированные основные общеобразовательные программы»;64,00;73,00; 87,7   ;Среднеэффективное
012182;"Государственное казенное общеобразовательное учреждение Свердловской области ""Екатеринбургская школа-интернат №11, реализующая адаптированные основные общеобразовательные программы""";48,00;73,00; 65,8   ;Среднеэффективное
012183;Государственное бюджетное общеобразовательное учреждение Свердловской области «Екатеринбургская школа-интернат №13, реализующая адаптированные основные общеобразовательные программы»;95,00;100,00; 95,0   ;Высокоэффективное
012185;Государственное казенное общеобразовательное учреждение Свердловской области «Екатеринбургская школа-интернат № 12, реализующая адаптированные основные общеобразовательные программы»;58,00;73,00; 79,5   ;Среднеэффективное
012186;Государственное казенное общеобразовательное учреждение Свердловской области «Ирбитская школа, реализующая адаптированные основные общеобразовательные программы»;47,00;73,00; 64,4   ;Среднеэффективное
012187;Государственное казенное общеобразовательное учреждение Свердловской области «Ивдельская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;29,00;73,00; 39,7   ;Неэффективное
012188;Государственное казенное общеобразовательное учреждение Свердловской области «Карпинская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;52,00;73,00; 71,2   ;Среднеэффективное
012189;Государственное казенное общеобразовательное учреждение Свердловской области «Кировградская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;56,00;73,00; 76,7   ;Среднеэффективное
012190;Государственное казенное общеобразовательное учреждение Свердловской области «Колчеданская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;60,00;73,00; 82,2   ;Среднеэффективное
012191;Государственное бюджетное общеобразовательное учреждение Свердловской области «Красногорская школа, реализующая адаптированные основные общеобразовательные программы»;86,00;100,00; 86,0   ;Среднеэффективное
012192;Государственное казенное общеобразовательное учреждение Свердловской области «Каменск-Уральская школа № 1, реализующая адаптированные основные общеобразовательные программы»;52,00;73,00; 71,2   ;Среднеэффективное
012193;Государственное казенное общеобразовательное учреждение Свердловской области «Каменск-Уральская школа, реализующая адаптированные основные общеобразовательные программы»;54,00;73,00; 74,0   ;Среднеэффективное
012194;Государственное казенное общеобразовательное учреждение Свердловской области «Качканарская школа, реализующая адаптированные основные общеобразовательные программы»;50,00;73,00; 68,5   ;Среднеэффективное
012195;Государственное общеобразовательное учреждение Свердловской области «Краснотурьинская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;50,00;73,00; 68,5   ;Среднеэффективное
012196;Государственное казенное общеобразовательное учреждение Свердловской области «Красноуральская школа, реализующая адаптированные основные общеобразовательные программы»;52,00;73,00; 71,2   ;Среднеэффективное
012197;Государственное казенное общеобразовательное учреждение Свердловской области «Красноуфимская школа, реализующая адаптированные основные общеобразовательные программы»;45,00;73,00; 61,6   ;Среднеэффективное
012198;Государственное казенное общеобразовательное учреждение Свердловской области «Красноуфимская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;51,00;73,00; 69,9   ;Среднеэффективное
012199;Государственное казенное общеобразовательное учреждение Свердловской области «Школа № 1 города Лесного, реализующая адаптированные основные общеобразовательные программы»;53,00;73,00; 72,6   ;Среднеэффективное
012200;Государственное казенное общеобразовательное учреждение Свердловской области «Школа города Лесного, реализующая адаптированные основные общеобразовательные программы»;53,00;73,00; 72,6   ;Среднеэффективное
012201;Государственное казенное общеобразовательное учреждение Свердловской области «Михайловская школа-интернат, реализующая адаптированные основные общеобразовательные программы» ;59,00;73,00; 80,8   ;Среднеэффективное
012202;Государственное казенное общеобразовательное учреждение Свердловской области «Новолялинская школа, реализующая адаптированные основные общеобразовательные программы;49,00;73,00; 67,1   ;Среднеэффективное
012203;Государственное казенное общеобразовательное учреждение Свердловской области «Новоуральская школа № 2, реализующая адаптированные основные общеобразовательные программы»;68,00;73,00; 93,2   ;Высокоэффективное
012204;Государственное казенное общеобразовательное учреждение Свердловской области «Новоуральская школа № 1, реализующая адаптированные основные общеобразовательные программы»;62,00;73,00; 84,9   ;Среднеэффективное
012205;Государственное казенное общеобразовательное учреждение Свердловской области «Нижнетагильская школа-интернат № 1, реализующая адаптированные основные общеобразовательные программы»;58,00;73,00; 79,5   ;Среднеэффективное
012206;Государственное казенное общеобразовательное учреждение Свердловской области «Нижнетагильская школа-интернат № 2, реализующая адаптированные основные общеобразовательные программы»;59,00;73,00; 80,8   ;Среднеэффективное
012207;Государственное казенное общеобразовательное учреждение Свердловской области «Нижнетагильская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;62,00;73,00; 84,9   ;Среднеэффективное
012208;Государственное казенное общеобразовательное учреждение Свердловской области «Первоуральская школа, реализующая адаптированные основные общеобразовательные программы»;60,00;73,00; 82,2   ;Среднеэффективное
012209;Государственное казенное общеобразовательное учреждение Свердловской области «Полевская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;56,00;73,00; 76,7   ;Среднеэффективное
012210;Государственное казенное общеобразовательное учреждение Свердловской области «Ревдинская школа, реализующая адаптированные основные общеобразовательные программы»;68,00;73,00; 93,2   ;Высокоэффективное
012211;Государственное казенное общеобразовательное учреждение Свердловской области «Североуральская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;39,00;73,00; 53,4   ;Низкоэффективное
012212;Государственное казенное общеобразовательное учреждение Свердловской области «Серовская школа № 1, реализующая адаптированные основные общеобразовательные программы»;57,00;73,00; 78,1   ;Среднеэффективное
012213;Государственное казенное общеобразовательное учреждение Свердловской области «Серовская школа № 2, реализующая адаптированные основные общеобразовательные программы»;54,00;73,00; 74,0   ;Среднеэффективное
012214;Государственное казенное общеобразовательное учреждение Свердловской области «Сухоложская школа, реализующая адаптированные основные общеобразовательные программы»;56,00;73,00; 76,7   ;Среднеэффективное
012215;Государственное казенное общеобразовательное учреждение Свердловской области «Туринская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;52,00;73,00; 71,2   ;Среднеэффективное
012216;Государственное казенное общеобразовательное учреждение Свердловской области «Тавдинская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;54,00;73,00; 74,0   ;Среднеэффективное
012217;Государственное казенное общеобразовательное учреждение Свердловской области «Харловская школа-интернат, реализующая адаптированные основные общеобразовательные программы»;60,00;73,00; 82,2   ;Среднеэффективное
012218;Государственное бюджетное общеобразовательное учреждение Свердловской области «Екатеринбургская школа-интернат «Эверест», реализующая адаптированные основные общеобразовательные программы»;86,00;100,00; 86,0   ;Среднеэффективное
012219;Государственное казенное образовательное учреждение Свердловской области «Екатеринбургская школа-интернат для детей, нуждающихся в длительном лечении» ;43,00;73,00; 58,9   ;Низкоэффективное
012220;Государственное казенное образовательное учреждение Свердловской области «Серовская школа-интернат для детей, нуждающихся в длительном лечении» ;58,00;73,00; 79,5   ;Среднеэффективное
012221;Государственное казенное образовательное учреждение Свердловской области «Специальное учебно-воспитательное учреждение закрытого типа для обучающихся с девиантным (общественно-опасным) поведением» ;43,00;73,00; 58,9   ;Низкоэффективное
012235;Государственное казенное общеобразовательное учреждение Свердловской области «Серовский детский дом-школа»;66,00;73,00; 90,4   ;Высокоэффективное
